feature_name,Model 1,feature_imp_scaled_vals,Region,Model,Model 2
gran,6.0,0.007635777797353542,MEU,Model 1,
fine,6.0,0.0071567563977335755,MEU,Model 1,
comparison,6.0,0.003921696303863823,MEU,Model 1,
citricacidmonohydrate,6.0,0.0,MEU,Model 1,
citricacidmonohydratedfinegranular,6.0,0.0,MEU,Model 1,
proposed,6.0,0.0,MEU,Model 1,
citricacidnon,6.0,0.0,MEU,Model 1,
color,6.0,0.0,MEU,Model 1,
comparativesolution,6.0,0.0,MEU,Model 1,
harmonize,6.0,0.0,MEU,Model 1,
non,6.0,0.0,MEU,Model 1,
granular,6.0,0.0,MEU,Model 1,
donot,6.0,0.0,MEU,Model 1,
use,6.0,0.0,MEU,Model 1,
mediumgran,6.0,0.0,MEU,Model 1,
medium,6.0,0.0,MEU,Model 1,
gmo,6.0,0.0,MEU,Model 1,
opalescencesolution,6.0,0.0,MEU,Model 1,
crystals,6.0,0.0,MEU,Model 1,
acid,7.0,1.0,MEU,Model 1,
citric,7.0,0.9405013318413453,MEU,Model 1,
others,7.0,0.6335043130742932,MEU,Model 1,
Quantitative - Moisture - Max,7.0,0.47498447146798073,MEU,Model 1,
"Quantitative - Ash, sulphated - Max",7.0,0.4718803106092931,MEU,Model 1,
citricacid,7.0,0.36211887603871173,MEU,Model 1,
"Standard Composition - CITRIC ACID - Value, %",7.0,0.32484392745331203,MEU,Model 1,
karl,7.0,0.3169833495670253,MEU,Model 1,
Quantitative - Assay (anhydrous basis) - Max,7.0,0.2669589363496395,MEU,Model 1,
additive,7.0,0.24431848554991129,MEU,Model 1,
fischer,7.0,0.23719190368383355,MEU,Model 1,
Storage - Bag/Pouch/Sachet - Total Shelf Life,7.0,0.2078590306415462,MEU,Model 1,
colour,7.0,0.1885904879934516,MEU,Model 1,
water,7.0,0.17799789860272705,MEU,Model 1,
eur,7.0,0.15647481143383002,MEU,Model 1,
Storage - Bag/Pouch/Sachet - Min Remaining SL Upon Receipt,7.0,0.14280356176531459,MEU,Model 1,
Total Solids %,7.0,0.11440981681805054,MEU,Model 1,
soln,7.0,0.1066703252009452,MEU,Model 1,
fcc,7.0,0.10521022532509207,MEU,Model 1,
comparision,7.0,0.1017049037252437,MEU,Model 1,
monograph,7.0,0.09793279751581876,MEU,Model 1,
anhydrous,7.0,0.08393097885922794,MEU,Model 1,
powder,7.0,0.07066717290617548,MEU,Model 1,
ph,7.0,0.06798847126760044,MEU,Model 1,
Quantitative - Sulphates - Max,7.0,0.05651100531561964,MEU,Model 1,
monohydrated,7.0,0.055797340858129915,MEU,Model 1,
encapsulated,7.0,0.055071632082111285,MEU,Model 1,
jecfa,7.0,0.05497816210275034,MEU,Model 1,
ngm,7.0,0.04871341240959631,MEU,Model 1,
fine,7.0,0.03225070315298229,MEU,Model 1,
min,7.0,0.03126190993538627,MEU,Model 1,
harmonized,7.0,0.02997220655406625,MEU,Model 1,
cformin,7.0,0.0275059878228185,MEU,Model 1,
medium,7.0,0.02504078334985767,MEU,Model 1,
jab,7.0,0.02365769166601265,MEU,Model 1,
aocs,7.0,0.021434131552453578,MEU,Model 1,
harmonize,7.0,0.021186237718998194,MEU,Model 1,
gmo,7.0,0.020731120870118407,MEU,Model 1,
crystals,7.0,0.020239055606336914,MEU,Model 1,
comparativesolution,7.0,0.014488280195805382,MEU,Model 1,
hplc,7.0,0.014032906646573567,MEU,Model 1,
comparison,7.0,0.012748806732871841,MEU,Model 1,
granular,7.0,0.0112470800483442,MEU,Model 1,
encaps,7.0,0.011181593183730194,MEU,Model 1,
monohydrate,7.0,0.010162040168161617,MEU,Model 1,
mediumgran,7.0,0.008638113323540664,MEU,Model 1,
proposedharmonizeto,7.0,0.008229774704116039,MEU,Model 1,
citricacidnon,7.0,0.00812201569297404,MEU,Model 1,
use,7.0,0.007354728968947252,MEU,Model 1,
gran,7.0,0.005287265801129116,MEU,Model 1,
citricacidmonohydratedfinegranular,7.0,0.00494920968388966,MEU,Model 1,
non,7.0,0.0,MEU,Model 1,
opalescencesolution,7.0,0.0,MEU,Model 1,
color,7.0,0.0,MEU,Model 1,
proposed,7.0,0.0,MEU,Model 1,
citricacidmonohydrate,7.0,0.0,MEU,Model 1,
thiswillbeharmonizedto,7.0,0.0,MEU,Model 1,
donot,7.0,0.0,MEU,Model 1,
additive,8.0,1.0,MEU,Model 1,
Quantitative - Moisture - Max,8.0,0.594033656166302,MEU,Model 1,
"Standard Composition - CITRIC ACID - Value, %",8.0,0.5256110812506449,MEU,Model 1,
others,8.0,0.5253063610779722,MEU,Model 1,
acid,8.0,0.4900905618895838,MEU,Model 1,
Total Solids %,8.0,0.4761630500146431,MEU,Model 1,
fischer,8.0,0.46408710000887554,MEU,Model 1,
citric,8.0,0.3852010805682494,MEU,Model 1,
Storage - Bag/Pouch/Sachet - Total Shelf Life,8.0,0.3433361538558779,MEU,Model 1,
Quantitative - Sulphates - Max,8.0,0.29831053062484636,MEU,Model 1,
citricacid,8.0,0.27630321581311507,MEU,Model 1,
Quantitative - Assay (anhydrous basis) - Max,8.0,0.2573563462832611,MEU,Model 1,
Storage - Bag/Pouch/Sachet - Min Remaining SL Upon Receipt,8.0,0.24814310904555278,MEU,Model 1,
colour,8.0,0.21595168181897004,MEU,Model 1,
karl,8.0,0.2108441890355526,MEU,Model 1,
eur,8.0,0.1795342477186325,MEU,Model 1,
monograph,8.0,0.14621299170695928,MEU,Model 1,
water,8.0,0.14063667539895294,MEU,Model 1,
ph,8.0,0.13096213567679135,MEU,Model 1,
fcc,8.0,0.11865265760968433,MEU,Model 1,
comparision,8.0,0.10290853384685145,MEU,Model 1,
"Quantitative - Ash, sulphated - Max",8.0,0.0895836572552549,MEU,Model 1,
min,8.0,0.08631967152247985,MEU,Model 1,
anhydrous,8.0,0.08423944242731096,MEU,Model 1,
medium,8.0,0.05436181015574311,MEU,Model 1,
monohydrated,8.0,0.05105842531543636,MEU,Model 1,
jab,8.0,0.03919989916521374,MEU,Model 1,
jecfa,8.0,0.03745590231205156,MEU,Model 1,
comparison,8.0,0.028199980061891224,MEU,Model 1,
soln,8.0,0.026781039377033095,MEU,Model 1,
encapsulated,8.0,0.025028323677142948,MEU,Model 1,
powder,8.0,0.0237412512940929,MEU,Model 1,
crystals,8.0,0.022859758666876243,MEU,Model 1,
aocs,8.0,0.01762738046053174,MEU,Model 1,
harmonized,8.0,0.015754899604879715,MEU,Model 1,
citricacidnon,8.0,0.014023299338903655,MEU,Model 1,
citricacidmonohydratedfinegranular,8.0,0.013573751502540936,MEU,Model 1,
gmo,8.0,0.013252334227781652,MEU,Model 1,
ngm,8.0,0.012563655575233866,MEU,Model 1,
cformin,8.0,0.012391564480764087,MEU,Model 1,
comparativesolution,8.0,0.01218265182329788,MEU,Model 1,
encaps,8.0,0.010681220511613578,MEU,Model 1,
proposedharmonizeto,8.0,0.010201817442551954,MEU,Model 1,
mediumgran,8.0,0.009729924027920145,MEU,Model 1,
harmonize,8.0,0.009623903468449877,MEU,Model 1,
fine,8.0,0.009051733811936078,MEU,Model 1,
use,8.0,0.008902176239037088,MEU,Model 1,
monohydrate,8.0,0.007954634500928776,MEU,Model 1,
gran,8.0,0.007585413399809758,MEU,Model 1,
opalescencesolution,8.0,0.00740214677975244,MEU,Model 1,
hplc,8.0,0.007234749806015361,MEU,Model 1,
granular,8.0,0.006855839041742821,MEU,Model 1,
thiswillbeharmonizedto,8.0,0.0,MEU,Model 1,
citricacidmonohydrate,8.0,0.0,MEU,Model 1,
donot,8.0,0.0,MEU,Model 1,
non,8.0,0.0,MEU,Model 1,
proposed,8.0,0.0,MEU,Model 1,
color,8.0,0.0,MEU,Model 1,
Quantitative - Oxalates - Max,0.0,1.0,AMEA,Model 1,
Quantitative - Assay (anhydrous basis) - Max,0.0,0.7681855549010502,AMEA,Model 1,
fcc,0.0,0.621601620348407,AMEA,Model 1,
anhydrous,0.0,0.4380831301985636,AMEA,Model 1,
Quantitative - Sulphates - Max,0.0,0.3773202431156719,AMEA,Model 1,
Quantitative - PH - Max,0.0,0.3206850986131351,AMEA,Model 1,
citricacid,0.0,0.3132100233221959,AMEA,Model 1,
others,0.0,0.2601361584573829,AMEA,Model 1,
karl,0.0,0.21795462234484422,AMEA,Model 1,
fischer,0.0,0.20510098396390236,AMEA,Model 1,
Total Solids %,0.0,0.20129721933098638,AMEA,Model 1,
Quantitative - Moisture - Max,0.0,0.1908448872253225,AMEA,Model 1,
jecfa,0.0,0.1721140123143605,AMEA,Model 1,
Storage - Bag/Pouch/Sachet - Min Remaining SL Upon Receipt,0.0,0.16745017565480655,AMEA,Model 1,
citric,0.0,0.1610951991651337,AMEA,Model 1,
powder,0.0,0.1370814486624255,AMEA,Model 1,
acid,0.0,0.13693353582221107,AMEA,Model 1,
gb,0.0,0.11853757417614023,AMEA,Model 1,
granular,0.0,0.11435207477522896,AMEA,Model 1,
cumulative,0.0,0.11114880730999978,AMEA,Model 1,
additive,0.0,0.09829901854882298,AMEA,Model 1,
reg,0.0,0.0946322559336106,AMEA,Model 1,
sieve,0.0,0.09241005338155962,AMEA,Model 1,
fine,0.0,0.09062269009811437,AMEA,Model 1,
min,0.0,0.08994271819862816,AMEA,Model 1,
usp,0.0,0.07637305275780126,AMEA,Model 1,
compare,0.0,0.07194056718966742,AMEA,Model 1,
rm,0.0,0.06482704011780022,AMEA,Model 1,
finegranules,0.0,0.056754277383222376,AMEA,Model 1,
color,0.0,0.053054833866383544,AMEA,Model 1,
aocs,0.0,0.05144892306750029,AMEA,Model 1,
rotap,0.0,0.05078417399457072,AMEA,Model 1,
ik,0.0,0.04662809835431831,AMEA,Model 1,
critical,0.0,0.046387005770130024,AMEA,Model 1,
acidreg,0.0,0.04461968800527749,AMEA,Model 1,
qa,0.0,0.03523105806107093,AMEA,Model 1,
house,0.0,0.03481304747278818,AMEA,Model 1,
citricacidanhydrous,0.0,0.03392390055677875,AMEA,Model 1,
non,0.0,0.03217660365818281,AMEA,Model 1,
citricnon,0.0,0.02613983178827736,AMEA,Model 1,
testing,0.0,0.025714591055301397,AMEA,Model 1,
gmo,0.0,0.024395892757552787,AMEA,Model 1,
mesh,0.0,0.02373157112984045,AMEA,Model 1,
plant,0.0,0.022233034184171836,AMEA,Model 1,
bp,0.0,0.020145363255120095,AMEA,Model 1,
th,0.0,0.018176180520252674,AMEA,Model 1,
tm,0.0,0.017424327351719063,AMEA,Model 1,
nfi,0.0,0.013635407350792083,AMEA,Model 1,
std,0.0,0.012874574312219918,AMEA,Model 1,
edition,0.0,0.010047445846818125,AMEA,Model 1,
cali,0.0,0.009330780721851064,AMEA,Model 1,
max,0.0,0.008600449156710476,AMEA,Model 1,
nvp,0.0,0.006786622463808801,AMEA,Model 1,
jab,0.0,0.00675129752092945,AMEA,Model 1,
企标q,0.0,0.005267067951991852,AMEA,Model 1,
maxppm,0.0,0.0,AMEA,Model 1,
anhydrousfinegranular,0.0,0.0,AMEA,Model 1,
granules,0.0,0.0,AMEA,Model 1,
din,0.0,0.0,AMEA,Model 1,
anhydrous,1.0,1.0,AMEA,Model 1,
Quantitative - Assay (anhydrous basis) - Max,1.0,0.9467034399390994,AMEA,Model 1,
citric,1.0,0.7873430815626041,AMEA,Model 1,
Quantitative - Oxalates - Max,1.0,0.2680782919574424,AMEA,Model 1,
powder,1.0,0.25716948672967804,AMEA,Model 1,
others,1.0,0.23496852152913325,AMEA,Model 1,
jecfa,1.0,0.2222420851141215,AMEA,Model 1,
Quantitative - PH - Max,1.0,0.21022140463220707,AMEA,Model 1,
acid,1.0,0.16300189314513105,AMEA,Model 1,
Quantitative - Sulphates - Max,1.0,0.14809864726035551,AMEA,Model 1,
Storage - Bag/Pouch/Sachet - Min Remaining SL Upon Receipt,1.0,0.14333221718900482,AMEA,Model 1,
fcc,1.0,0.11293489589643571,AMEA,Model 1,
Total Solids %,1.0,0.10602470389961127,AMEA,Model 1,
karl,1.0,0.09642761288458582,AMEA,Model 1,
fine,1.0,0.09382030049655261,AMEA,Model 1,
additive,1.0,0.08930117218224118,AMEA,Model 1,
fischer,1.0,0.07122469986687079,AMEA,Model 1,
ik,1.0,0.06956089287444185,AMEA,Model 1,
min,1.0,0.06807498804313912,AMEA,Model 1,
gb,1.0,0.0653091895403465,AMEA,Model 1,
sieve,1.0,0.06269466910643733,AMEA,Model 1,
citricacid,1.0,0.053971953164714835,AMEA,Model 1,
max,1.0,0.053282655238261534,AMEA,Model 1,
finegranules,1.0,0.049914444810404364,AMEA,Model 1,
reg,1.0,0.04914173406636696,AMEA,Model 1,
usp,1.0,0.04857199073818765,AMEA,Model 1,
Quantitative - Moisture - Max,1.0,0.04687233723315999,AMEA,Model 1,
granular,1.0,0.04311333661276843,AMEA,Model 1,
maxppm,1.0,0.04274085450165057,AMEA,Model 1,
qa,1.0,0.040056397805067465,AMEA,Model 1,
cumulative,1.0,0.03273634346082019,AMEA,Model 1,
citricnon,1.0,0.02759117456529136,AMEA,Model 1,
mesh,1.0,0.022893624675449118,AMEA,Model 1,
std,1.0,0.02269740292584447,AMEA,Model 1,
granules,1.0,0.02123748995096638,AMEA,Model 1,
rotap,1.0,0.019012156984063062,AMEA,Model 1,
企标q,1.0,0.015662513989386905,AMEA,Model 1,
acidreg,1.0,0.013649813564424915,AMEA,Model 1,
color,1.0,0.012444630845009857,AMEA,Model 1,
nvp,1.0,0.0120448887437445,AMEA,Model 1,
testing,1.0,0.011318791997432302,AMEA,Model 1,
compare,1.0,0.010840345090129228,AMEA,Model 1,
aocs,1.0,0.01071015720636512,AMEA,Model 1,
critical,1.0,0.009451635301512037,AMEA,Model 1,
citricacidanhydrous,1.0,0.008935845982570632,AMEA,Model 1,
rm,1.0,0.007566058563162008,AMEA,Model 1,
non,1.0,0.007506139444333978,AMEA,Model 1,
anhydrousfinegranular,1.0,0.007243684403560987,AMEA,Model 1,
house,1.0,0.007150873733929996,AMEA,Model 1,
nfi,1.0,0.00616090413008186,AMEA,Model 1,
plant,1.0,0.005482710138214356,AMEA,Model 1,
cali,1.0,0.0,AMEA,Model 1,
bp,1.0,0.0,AMEA,Model 1,
gmo,1.0,0.0,AMEA,Model 1,
edition,1.0,0.0,AMEA,Model 1,
din,1.0,0.0,AMEA,Model 1,
jab,1.0,0.0,AMEA,Model 1,
th,1.0,0.0,AMEA,Model 1,
tm,1.0,0.0,AMEA,Model 1,
Quantitative - Sulphates - Max,2.0,1.0,AMEA,Model 1,
reg,2.0,0.7777884430390866,AMEA,Model 1,
Quantitative - Oxalates - Max,2.0,0.5676967500708497,AMEA,Model 1,
Total Solids %,2.0,0.5028072919197438,AMEA,Model 1,
Quantitative - Assay (anhydrous basis) - Max,2.0,0.49742915075872446,AMEA,Model 1,
anhydrous,2.0,0.38821754840374956,AMEA,Model 1,
acidreg,2.0,0.35340304017481183,AMEA,Model 1,
Storage - Bag/Pouch/Sachet - Min Remaining SL Upon Receipt,2.0,0.3376614281330549,AMEA,Model 1,
fcc,2.0,0.31859527744494087,AMEA,Model 1,
jecfa,2.0,0.2860336821732836,AMEA,Model 1,
citricacid,2.0,0.27847625892918904,AMEA,Model 1,
citric,2.0,0.27578320015984076,AMEA,Model 1,
karl,2.0,0.23964809247357183,AMEA,Model 1,
others,2.0,0.2319769911228749,AMEA,Model 1,
powder,2.0,0.21095758636252657,AMEA,Model 1,
acid,2.0,0.20899191582584098,AMEA,Model 1,
fischer,2.0,0.19488838074167117,AMEA,Model 1,
Quantitative - Moisture - Max,2.0,0.15256777910940506,AMEA,Model 1,
Quantitative - PH - Max,2.0,0.14457890856017755,AMEA,Model 1,
qa,2.0,0.11306459485133748,AMEA,Model 1,
granules,2.0,0.08658313045780934,AMEA,Model 1,
finegranules,2.0,0.07272368797773378,AMEA,Model 1,
fine,2.0,0.07235163588405734,AMEA,Model 1,
maxppm,2.0,0.06648642211577772,AMEA,Model 1,
usp,2.0,0.062226176760205205,AMEA,Model 1,
rm,2.0,0.058768638564182116,AMEA,Model 1,
cumulative,2.0,0.0573880072385885,AMEA,Model 1,
jab,2.0,0.04889804973463961,AMEA,Model 1,
mesh,2.0,0.04409716792778093,AMEA,Model 1,
gb,2.0,0.033790472791426676,AMEA,Model 1,
color,2.0,0.03336850369401887,AMEA,Model 1,
testing,2.0,0.03169040742378059,AMEA,Model 1,
edition,2.0,0.031513207217121184,AMEA,Model 1,
granular,2.0,0.03018601854917216,AMEA,Model 1,
max,2.0,0.029275929421026997,AMEA,Model 1,
std,2.0,0.026291309349517712,AMEA,Model 1,
sieve,2.0,0.02024229900987897,AMEA,Model 1,
gmo,2.0,0.016501425990426123,AMEA,Model 1,
ik,2.0,0.014063684268973035,AMEA,Model 1,
house,2.0,0.012420409927393888,AMEA,Model 1,
compare,2.0,0.006293769628856196,AMEA,Model 1,
bp,2.0,0.005201318736948597,AMEA,Model 1,
aocs,2.0,0.0,AMEA,Model 1,
th,2.0,0.0,AMEA,Model 1,
rotap,2.0,0.0,AMEA,Model 1,
additive,2.0,0.0,AMEA,Model 1,
tm,2.0,0.0,AMEA,Model 1,
anhydrousfinegranular,2.0,0.0,AMEA,Model 1,
nvp,2.0,0.0,AMEA,Model 1,
cali,2.0,0.0,AMEA,Model 1,
non,2.0,0.0,AMEA,Model 1,
nfi,2.0,0.0,AMEA,Model 1,
min,2.0,0.0,AMEA,Model 1,
citricacidanhydrous,2.0,0.0,AMEA,Model 1,
citricnon,2.0,0.0,AMEA,Model 1,
critical,2.0,0.0,AMEA,Model 1,
din,2.0,0.0,AMEA,Model 1,
plant,2.0,0.0,AMEA,Model 1,
企标q,2.0,0.0,AMEA,Model 1,
Quantitative - Oxalates - Max,3.0,1.0,AMEA,Model 1,
jecfa,3.0,0.41869496657988975,AMEA,Model 1,
citric,3.0,0.32181629604924844,AMEA,Model 1,
fcc,3.0,0.2965522077505327,AMEA,Model 1,
Total Solids %,3.0,0.29117754701223403,AMEA,Model 1,
Quantitative - Assay (anhydrous basis) - Max,3.0,0.2794712395190635,AMEA,Model 1,
Quantitative - Sulphates - Max,3.0,0.260172431687649,AMEA,Model 1,
granular,3.0,0.23104333169278723,AMEA,Model 1,
anhydrous,3.0,0.2291150613098105,AMEA,Model 1,
cumulative,3.0,0.20912447573415283,AMEA,Model 1,
others,3.0,0.19551705255505766,AMEA,Model 1,
fischer,3.0,0.1770772260995043,AMEA,Model 1,
Quantitative - PH - Max,3.0,0.15757173987442236,AMEA,Model 1,
ik,3.0,0.1536237072613344,AMEA,Model 1,
acid,3.0,0.15253390274226156,AMEA,Model 1,
qa,3.0,0.15147132481216674,AMEA,Model 1,
fine,3.0,0.1349021835969771,AMEA,Model 1,
karl,3.0,0.11846259648428414,AMEA,Model 1,
color,3.0,0.10872883609941592,AMEA,Model 1,
rm,3.0,0.10526822263466819,AMEA,Model 1,
compare,3.0,0.10164902820458441,AMEA,Model 1,
Storage - Bag/Pouch/Sachet - Min Remaining SL Upon Receipt,3.0,0.09167744550927782,AMEA,Model 1,
powder,3.0,0.08087431926796347,AMEA,Model 1,
aocs,3.0,0.07924104920640017,AMEA,Model 1,
std,3.0,0.07257971188484524,AMEA,Model 1,
Quantitative - Moisture - Max,3.0,0.07204545122331854,AMEA,Model 1,
mesh,3.0,0.06710194207715323,AMEA,Model 1,
usp,3.0,0.06272495706394199,AMEA,Model 1,
citricacid,3.0,0.056272878455629824,AMEA,Model 1,
reg,3.0,0.04751440462387409,AMEA,Model 1,
jab,3.0,0.03327474806937304,AMEA,Model 1,
finegranules,3.0,0.030849019768101192,AMEA,Model 1,
acidreg,3.0,0.028883985976158984,AMEA,Model 1,
gb,3.0,0.028627529135192474,AMEA,Model 1,
additive,3.0,0.026025292007172053,AMEA,Model 1,
anhydrousfinegranular,3.0,0.0217563475690944,AMEA,Model 1,
nfi,3.0,0.02067079851678017,AMEA,Model 1,
granules,3.0,0.02029034449580031,AMEA,Model 1,
critical,3.0,0.018561819165059903,AMEA,Model 1,
tm,3.0,0.018496834853833986,AMEA,Model 1,
rotap,3.0,0.016564615397832744,AMEA,Model 1,
citricacidanhydrous,3.0,0.014020786844988233,AMEA,Model 1,
house,3.0,0.013963445895973356,AMEA,Model 1,
bp,3.0,0.011117476998564491,AMEA,Model 1,
non,3.0,0.00852984117323596,AMEA,Model 1,
gmo,3.0,0.006884033605858106,AMEA,Model 1,
plant,3.0,0.0052604053268125546,AMEA,Model 1,
testing,3.0,0.005188064813271587,AMEA,Model 1,
sieve,3.0,0.004085611291382957,AMEA,Model 1,
min,3.0,0.0033270341535583574,AMEA,Model 1,
max,3.0,0.0030979892307664058,AMEA,Model 1,
nvp,3.0,0.0021578053273792644,AMEA,Model 1,
cali,3.0,0.0,AMEA,Model 1,
maxppm,3.0,0.0,AMEA,Model 1,
din,3.0,0.0,AMEA,Model 1,
th,3.0,0.0,AMEA,Model 1,
edition,3.0,0.0,AMEA,Model 1,
citricnon,3.0,0.0,AMEA,Model 1,
企标q,3.0,0.0,AMEA,Model 1,
Quantitative - PH - Max,4.0,1.0,AMEA,Model 1,
finegranules,4.0,0.971634154133868,AMEA,Model 1,
Quantitative - Sulphates - Max,4.0,0.9660396313494719,AMEA,Model 1,
mesh,4.0,0.8511940312125569,AMEA,Model 1,
usp,4.0,0.754577099471497,AMEA,Model 1,
acid,4.0,0.7124782233685548,AMEA,Model 1,
fine,4.0,0.7098046193642097,AMEA,Model 1,
Quantitative - Assay (anhydrous basis) - Max,4.0,0.6605042842791441,AMEA,Model 1,
anhydrous,4.0,0.5945996215553051,AMEA,Model 1,
citric,4.0,0.5669210239234451,AMEA,Model 1,
fcc,4.0,0.5221397659827199,AMEA,Model 1,
others,4.0,0.4415493519762495,AMEA,Model 1,
granules,4.0,0.37185393205565703,AMEA,Model 1,
Total Solids %,4.0,0.28403031962750597,AMEA,Model 1,
Quantitative - Oxalates - Max,4.0,0.2676509523263036,AMEA,Model 1,
karl,4.0,0.25070121292104475,AMEA,Model 1,
jecfa,4.0,0.2300033497741069,AMEA,Model 1,
fischer,4.0,0.22262984491206167,AMEA,Model 1,
powder,4.0,0.21138357475277,AMEA,Model 1,
bp,4.0,0.16541756942931873,AMEA,Model 1,
gb,4.0,0.13552007961030837,AMEA,Model 1,
std,4.0,0.13125504447960246,AMEA,Model 1,
granular,4.0,0.11708952605974614,AMEA,Model 1,
Quantitative - Moisture - Max,4.0,0.11589520808282952,AMEA,Model 1,
additive,4.0,0.08992182224905838,AMEA,Model 1,
reg,4.0,0.0804000088396054,AMEA,Model 1,
Storage - Bag/Pouch/Sachet - Min Remaining SL Upon Receipt,4.0,0.07563831445000985,AMEA,Model 1,
citricacid,4.0,0.07297894497718437,AMEA,Model 1,
cumulative,4.0,0.05684863178785238,AMEA,Model 1,
acidreg,4.0,0.05490021781812308,AMEA,Model 1,
max,4.0,0.04283355564066028,AMEA,Model 1,
ik,4.0,0.03924246128442002,AMEA,Model 1,
gmo,4.0,0.01987513040804791,AMEA,Model 1,
sieve,4.0,0.019126843625752878,AMEA,Model 1,
rm,4.0,0.01504175946403105,AMEA,Model 1,
qa,4.0,0.014051162911984468,AMEA,Model 1,
plant,4.0,0.0,AMEA,Model 1,
critical,4.0,0.0,AMEA,Model 1,
testing,4.0,0.0,AMEA,Model 1,
th,4.0,0.0,AMEA,Model 1,
tm,4.0,0.0,AMEA,Model 1,
rotap,4.0,0.0,AMEA,Model 1,
nvp,4.0,0.0,AMEA,Model 1,
maxppm,4.0,0.0,AMEA,Model 1,
nfi,4.0,0.0,AMEA,Model 1,
min,4.0,0.0,AMEA,Model 1,
compare,4.0,0.0,AMEA,Model 1,
anhydrousfinegranular,4.0,0.0,AMEA,Model 1,
jab,4.0,0.0,AMEA,Model 1,
